Replicate Name,Protein Name,Precursor Ion Name,Precursor Mz,Product Mz,Retention Time,Area,Background,Start Time,End Time,Height
241121_Std_0nM_UCYNA_B12_2,molecules1,Vitamin B2,377.196,172.1142,3.92,37894,0,3.86,4,17436
241121_Std_1nM_UCYNA_B12_1,molecules1,Vitamin B2,377.196,172.1142,3.9,20797,194,3.85,3.98,8245
241121_Std_1nM_UCYNA_B12_2,molecules1,Vitamin B2,377.196,172.1142,3.94,30328,0,3.85,3.98,13080
241121_Std_5nM_UCYNA_B12_1,molecules1,Vitamin B2,377.196,172.1142,3.93,22939,1188,3.86,3.98,11574
241121_Std_5nM_UCYNA_B12_2,molecules1,Vitamin B2,377.196,172.1142,3.91,39145,0,3.86,3.98,14312
241121_Std_10nM_UCYNA_B12_1,molecules1,Vitamin B2,377.196,172.1142,3.91,23286,0,3.86,3.94,12324
241121_Std_10nM_UCYNA_B12_2,molecules1,Vitamin B2,377.196,172.1142,3.91,29772,0,3.85,3.99,9324
241121_Std_20nM_UCYNA_B12_1,molecules1,Vitamin B2,377.196,172.1142,3.93,28791,2699,3.86,3.98,11531
241121_Std_20nM_UCYNA_B12_2,molecules1,Vitamin B2,377.196,172.1142,3.93,28648,550,3.87,3.99,11034
241121_Std_50nM_RP-Mix234_InH2O,molecules1,Vitamin B2,377.196,172.1142,4.05,2485,0,4.02,4.11,2090
241121_Poo_UCYNA-culture_Full1,molecules1,Vitamin B2,377.196,172.1142,3.91,905192,20057,3.87,4,390400
241121_Poo_UCYNA-culture_Full2,molecules1,Vitamin B2,377.196,172.1142,3.91,894460,21110,3.87,4.02,343330
241121_Poo_UCYNA-culture_Full3,molecules1,Vitamin B2,377.196,172.1142,3.92,908704,0,3.86,4,369280
241121_Smp_UCYNA_Z-2,molecules1,Vitamin B2,377.196,172.1142,3.92,37966,4167,3.88,3.96,16522
241121_Smp_UCYNA_Z-4,molecules1,Vitamin B2,377.196,172.1142,3.91,27537,0,3.87,3.96,13716
241121_Smp_UCYNA_Z-7,molecules1,Vitamin B2,377.196,172.1142,3.93,33177,0,3.87,3.98,11820
241121_Smp_UCYNA_Z-12,molecules1,Vitamin B2,377.196,172.1142,3.91,26230,1332,3.88,3.98,13018
241121_Smp_UCYNA_Z-13,molecules1,Vitamin B2,377.196,172.1142,3.91,27032,0,3.87,3.97,12408
241121_Smp_UCYNA_Z-17,molecules1,Vitamin B2,377.196,172.1142,3.93,18220,2945,3.87,3.99,10724
241121_Smp_UCYNA_Z-19,molecules1,Vitamin B2,377.196,172.1142,3.92,419729,5489,3.86,3.98,157352
241121_Smp_UCYNA_Z-20,molecules1,Vitamin B2,377.196,172.1142,3.92,782461,15185,3.86,3.98,336973
241121_Smp_UCYNA_Z-21,molecules1,Vitamin B2,377.196,172.1142,3.92,32459,0,3.87,3.97,11972
241121_Smp_UCYNA_Z-22,molecules1,Vitamin B2,377.196,172.1142,3.91,1124842,36356,3.86,3.98,477812
241121_Smp_UCYNA_Z-23,molecules1,Vitamin B2,377.196,172.1142,3.91,1453224,34218,3.86,3.97,618136
241121_Smp_UCYNA_Z-24,molecules1,Vitamin B2,377.196,172.1142,3.92,1153328,35768,3.86,3.99,470712
241121_Smp_UCYNA_Z-25,molecules1,Vitamin B2,377.196,172.1142,3.92,39647,179,3.87,3.99,15606
241121_Smp_UCYNA_Z-26,molecules1,Vitamin B2,377.196,172.1142,3.92,65817,0,3.87,4.01,23896
241121_Smp_UCYNA_Z-27,molecules1,Vitamin B2,377.196,172.1142,3.92,43483,3909,3.88,4.04,21457
241121_Smp_UCYNA_Z-28,molecules1,Vitamin B2,377.196,172.1142,3.92,26942,0,3.88,3.95,19812
241121_Smp_UCYNA_Z-29,molecules1,Vitamin B2,377.196,172.1142,3.93,33500,201,3.86,3.99,12474
241121_Smp_UCYNA_Z-30,molecules1,Vitamin B2,377.196,172.1142,3.92,1273548,22046,3.87,3.99,473379
241121_Smp_UCYNA_Z-31,molecules1,Vitamin B2,377.196,172.1142,3.91,1277072,8176,3.86,4,517481
241121_Smp_UCYNA_Z-32,molecules1,Vitamin B2,377.196,172.1142,3.92,1731534,40624,3.86,3.99,709268
241121_Smp_UCYNA_Z-33,molecules1,Vitamin B2,377.196,172.1142,3.91,51952,0,3.84,4,25316
241121_Smp_UCYNA_Z-34,molecules1,Vitamin B2,377.196,172.1142,3.92,2011866,27866,3.87,3.99,898292
241121_Smp_UCYNA_Z-35,molecules1,Vitamin B2,377.196,172.1142,3.91,1234483,27155,3.86,4,484396
241121_Smp_UCYNA_Z-36,molecules1,Vitamin B2,377.196,172.1142,3.92,1157365,0,3.87,4,502528
241121_Smp_UCYNA_Z-37,molecules1,Vitamin B2,377.196,172.1142,3.93,45147,0,3.87,4.04,15792
241121_Smp_UCYNA_Z-38,molecules1,Vitamin B2,377.196,172.1142,3.92,36246,2154,3.87,3.96,11743
241121_Smp_UCYNA_Z-39,molecules1,Vitamin B2,377.196,172.1142,3.92,50640,119,3.88,3.95,31234
241121_Smp_UCYNA_Z-40,molecules1,Vitamin B2,377.196,172.1142,3.91,51394,5132,3.87,3.98,34787
241121_Smp_UCYNA_Z-41,molecules1,Vitamin B2,377.196,172.1142,3.92,39707,0,3.87,4.02,15616
241121_Smp_UCYNA_Z-42,molecules1,Vitamin B2,377.196,172.1142,3.9,43060,0,3.88,3.96,17448
241121_Std_0nM_UCYNA_B12_1,molecules1,Vitamin B3,123.998,80.536,0.71,2246,223,0.66,0.75,990
241121_Std_0nM_UCYNA_B12_2,molecules1,Vitamin B3,123.998,80.536,0.68,1565,124,0.66,0.75,1297
241121_Std_1nM_UCYNA_B12_1,molecules1,Vitamin B3,123.998,80.536,0.68,2139,172,0.66,0.75,1514
241121_Std_1nM_UCYNA_B12_2,molecules1,Vitamin B3,123.998,80.536,0.69,2011,0,0.66,0.75,2137
241121_Std_5nM_UCYNA_B12_1,molecules1,Vitamin B3,123.998,80.536,0.68,1047,228,0.66,0.75,333
241121_Std_5nM_UCYNA_B12_2,molecules1,Vitamin B3,123.998,80.536,0.71,1243,40,0.66,0.75,1264
241121_Std_10nM_UCYNA_B12_1,molecules1,Vitamin B3,123.998,80.536,0.7,959,291,0.66,0.75,320
241121_Std_10nM_UCYNA_B12_2,molecules1,Vitamin B3,123.998,80.536,0.69,911,72,0.66,0.75,313
241121_Std_20nM_UCYNA_B12_1,molecules1,Vitamin B3,123.998,80.536,0.7,1780,350,0.66,0.75,1757
241121_Std_20nM_UCYNA_B12_2,molecules1,Vitamin B3,123.998,80.536,0.72,426,0,0.66,0.75,159
241121_Std_50nM_RP-Mix234_InH2O,molecules1,Vitamin B3,123.998,80.536,0.68,8,0,0.66,0.75,19
241121_Poo_UCYNA-culture_Full1,molecules1,Vitamin B3,123.998,80.536,0.69,39267,8521,0.66,0.75,32552
241121_Poo_UCYNA-culture_Full2,molecules1,Vitamin B3,123.998,80.536,0.68,38637,5869,0.66,0.75,40675
241121_Poo_UCYNA-culture_Full3,molecules1,Vitamin B3,123.998,80.536,0.69,39297,973,0.66,0.75,28722
241121_Smp_UCYNA_Z-2,molecules1,Vitamin B3,123.998,80.536,0.68,1392,160,0.66,0.75,1274
241121_Smp_UCYNA_Z-4,molecules1,Vitamin B3,123.998,80.536,0.7,2071,100,0.66,0.75,808
241121_Smp_UCYNA_Z-7,molecules1,Vitamin B3,123.998,80.536,0.69,2596,37,0.66,0.75,2161
241121_Smp_UCYNA_Z-12,molecules1,Vitamin B3,123.998,80.536,0.68,2038,0,0.66,0.75,1294
241121_Smp_UCYNA_Z-13,molecules1,Vitamin B3,123.998,80.536,0.68,4782,127,0.66,0.75,6046
241121_Smp_UCYNA_Z-17,molecules1,Vitamin B3,123.998,80.536,0.71,1434,163,0.66,0.75,642
241121_Smp_UCYNA_Z-19,molecules1,Vitamin B3,123.998,80.536,0.69,23316,126,0.66,0.75,19309
241121_Smp_UCYNA_Z-20,molecules1,Vitamin B3,123.998,80.536,0.69,49311,139,0.66,0.75,37390
241121_Smp_UCYNA_Z-21,molecules1,Vitamin B3,123.998,80.536,0.72,1384,560,0.66,0.75,1157
241121_Smp_UCYNA_Z-22,molecules1,Vitamin B3,123.998,80.536,0.68,60142,6808,0.66,0.75,50225
241121_Smp_UCYNA_Z-23,molecules1,Vitamin B3,123.998,80.536,0.69,52361,6702,0.66,0.75,39747
241121_Smp_UCYNA_Z-24,molecules1,Vitamin B3,123.998,80.536,0.69,32263,18496,0.66,0.75,31929
241121_Smp_UCYNA_Z-25,molecules1,Vitamin B3,123.998,80.536,0.72,1116,113,0.66,0.75,1151
241121_Smp_UCYNA_Z-26,molecules1,Vitamin B3,123.998,80.536,0.72,1924,217,0.66,0.75,1557
241121_Smp_UCYNA_Z-27,molecules1,Vitamin B3,123.998,80.536,0.73,845,120,0.66,0.75,271
241121_Smp_UCYNA_Z-28,molecules1,Vitamin B3,123.998,80.536,0.69,2578,59,0.66,0.75,2083
241121_Smp_UCYNA_Z-29,molecules1,Vitamin B3,123.998,80.536,0.72,938,138,0.66,0.75,365
241121_Smp_UCYNA_Z-30,molecules1,Vitamin B3,123.998,80.536,0.69,38550,3671,0.66,0.75,30384
241121_Smp_UCYNA_Z-31,molecules1,Vitamin B3,123.998,80.536,0.68,49408,6000,0.66,0.75,34747
241121_Smp_UCYNA_Z-32,molecules1,Vitamin B3,123.998,80.536,0.68,63732,4269,0.66,0.75,47419
241121_Smp_UCYNA_Z-33,molecules1,Vitamin B3,123.998,80.536,0.69,2480,315,0.66,0.75,1246
241121_Smp_UCYNA_Z-34,molecules1,Vitamin B3,123.998,80.536,0.68,49550,7538,0.66,0.75,38829
241121_Smp_UCYNA_Z-35,molecules1,Vitamin B3,123.998,80.536,0.68,37971,7169,0.66,0.75,26575
241121_Smp_UCYNA_Z-36,molecules1,Vitamin B3,123.998,80.536,0.69,26937,12917,0.66,0.75,21696
241121_Smp_UCYNA_Z-37,molecules1,Vitamin B3,123.998,80.536,0.72,2292,147,0.66,0.75,1683
241121_Smp_UCYNA_Z-38,molecules1,Vitamin B3,123.998,80.536,0.73,583,1589,0.66,0.75,1203
241121_Smp_UCYNA_Z-39,molecules1,Vitamin B3,123.998,80.536,0.71,1410,0,0.66,0.75,712
241121_Smp_UCYNA_Z-40,molecules1,Vitamin B3,123.998,80.536,0.68,2678,201,0.66,0.75,1044
241121_Smp_UCYNA_Z-41,molecules1,Vitamin B3,123.998,80.536,0.72,3074,402,0.66,0.75,1544
241121_Smp_UCYNA_Z-42,molecules1,Vitamin B3,123.998,80.536,0.73,3621,51,0.66,0.75,2918
241121_Std_0nM_UCYNA_B12_1,molecules1,Vitamin B3,123.998,53.069,0.72,288124,42289,0.66,0.75,163186
241121_Std_0nM_UCYNA_B12_2,molecules1,Vitamin B3,123.998,53.069,0.73,230751,23797,0.66,0.75,118204
241121_Std_1nM_UCYNA_B12_1,molecules1,Vitamin B3,123.998,53.069,0.72,282145,48761,0.66,0.75,138975
241121_Std_1nM_UCYNA_B12_2,molecules1,Vitamin B3,123.998,53.069,0.72,220614,31580,0.66,0.75,118539
241121_Std_5nM_UCYNA_B12_1,molecules1,Vitamin B3,123.998,53.069,0.72,324939,37154,0.66,0.75,163256
241121_Std_5nM_UCYNA_B12_2,molecules1,Vitamin B3,123.998,53.069,0.72,219655,27845,0.66,0.75,119843
241121_Std_10nM_UCYNA_B12_1,molecules1,Vitamin B3,123.998,53.069,0.72,294240,54907,0.66,0.75,146930
241121_Std_10nM_UCYNA_B12_2,molecules1,Vitamin B3,123.998,53.069,0.73,251799,22258,0.66,0.75,120704
241121_Std_20nM_UCYNA_B12_1,molecules1,Vitamin B3,123.998,53.069,0.72,304155,24778,0.66,0.75,147107
241121_Std_20nM_UCYNA_B12_2,molecules1,Vitamin B3,123.998,53.069,0.72,230257,18261,0.66,0.75,131652
241121_Std_50nM_RP-Mix234_InH2O,molecules1,Vitamin B3,123.998,53.069,0.73,2897,1026,0.66,0.75,1966
241121_Poo_UCYNA-culture_Full1,molecules1,Vitamin B3,123.998,53.069,0.69,2865404,150456,0.66,0.75,2519053
241121_Poo_UCYNA-culture_Full2,molecules1,Vitamin B3,123.998,53.069,0.69,2497075,155273,0.66,0.75,2054317
241121_Poo_UCYNA-culture_Full3,molecules1,Vitamin B3,123.998,53.069,0.69,2498146,120557,0.66,0.75,2016882
241121_Smp_UCYNA_Z-2,molecules1,Vitamin B3,123.998,53.069,0.72,255065,37206,0.66,0.75,142277
241121_Smp_UCYNA_Z-4,molecules1,Vitamin B3,123.998,53.069,0.73,233551,33394,0.66,0.75,143480
241121_Smp_UCYNA_Z-7,molecules1,Vitamin B3,123.998,53.069,0.72,264892,42348,0.66,0.75,121987
241121_Smp_UCYNA_Z-12,molecules1,Vitamin B3,123.998,53.069,0.72,277322,37592,0.66,0.75,152841
241121_Smp_UCYNA_Z-13,molecules1,Vitamin B3,123.998,53.069,0.72,361870,33938,0.66,0.75,146989
241121_Smp_UCYNA_Z-17,molecules1,Vitamin B3,123.998,53.069,0.72,253817,30309,0.66,0.75,152392
241121_Smp_UCYNA_Z-19,molecules1,Vitamin B3,123.998,53.069,0.69,1525603,95132,0.66,0.75,1278418
241121_Smp_UCYNA_Z-20,molecules1,Vitamin B3,123.998,53.069,0.69,2940309,74228,0.66,0.75,2452609
241121_Smp_UCYNA_Z-21,molecules1,Vitamin B3,123.998,53.069,0.72,250084,20043,0.66,0.75,134790
241121_Smp_UCYNA_Z-22,molecules1,Vitamin B3,123.998,53.069,0.69,4095361,168030,0.66,0.75,3572975
241121_Smp_UCYNA_Z-23,molecules1,Vitamin B3,123.998,53.069,0.69,3749036,173323,0.66,0.75,3263159
241121_Smp_UCYNA_Z-24,molecules1,Vitamin B3,123.998,53.069,0.69,2288819,96410,0.66,0.75,1894653
241121_Smp_UCYNA_Z-25,molecules1,Vitamin B3,123.998,53.069,0.72,213840,38527,0.66,0.75,118644
241121_Smp_UCYNA_Z-26,molecules1,Vitamin B3,123.998,53.069,0.72,237593,36756,0.66,0.75,142380
241121_Smp_UCYNA_Z-27,molecules1,Vitamin B3,123.998,53.069,0.72,212620,25652,0.66,0.75,124228
241121_Smp_UCYNA_Z-28,molecules1,Vitamin B3,123.998,53.069,0.72,241737,30280,0.66,0.75,125625
241121_Smp_UCYNA_Z-29,molecules1,Vitamin B3,123.998,53.069,0.72,213442,35984,0.66,0.75,126821
241121_Smp_UCYNA_Z-30,molecules1,Vitamin B3,123.998,53.069,0.69,3121429,98327,0.66,0.75,2570775
241121_Smp_UCYNA_Z-31,molecules1,Vitamin B3,123.998,53.069,0.69,3497565,195099,0.66,0.75,2950719
241121_Smp_UCYNA_Z-32,molecules1,Vitamin B3,123.998,53.069,0.69,4276628,120047,0.66,0.75,3504216
241121_Smp_UCYNA_Z-33,molecules1,Vitamin B3,123.998,53.069,0.72,220392,46445,0.66,0.75,135444
241121_Smp_UCYNA_Z-34,molecules1,Vitamin B3,123.998,53.069,0.69,4328113,182925,0.66,0.75,3679596
241121_Smp_UCYNA_Z-35,molecules1,Vitamin B3,123.998,53.069,0.69,2192714,124060,0.66,0.75,1755313
241121_Smp_UCYNA_Z-36,molecules1,Vitamin B3,123.998,53.069,0.69,2268423,141262,0.66,0.75,1859422
241121_Smp_UCYNA_Z-37,molecules1,Vitamin B3,123.998,53.069,0.72,236927,39643,0.66,0.75,117624
241121_Smp_UCYNA_Z-38,molecules1,Vitamin B3,123.998,53.069,0.72,198859,45756,0.66,0.75,117528
241121_Smp_UCYNA_Z-39,molecules1,Vitamin B3,123.998,53.069,0.73,243939,37444,0.66,0.75,97266
241121_Smp_UCYNA_Z-40,molecules1,Vitamin B3,123.998,53.069,0.69,324596,31590,0.66,0.75,145305
241121_Smp_UCYNA_Z-41,molecules1,Vitamin B3,123.998,53.069,0.72,237610,28661,0.66,0.75,109820
241121_Smp_UCYNA_Z-42,molecules1,Vitamin B3,123.998,53.069,0.72,287027,16672,0.66,0.75,139013
241121_Std_0nM_UCYNA_B12_1,molecules1,Vitamin B5,220.142,184.1641,0.86,4482,22996,0.86,0.95,3928
241121_Std_0nM_UCYNA_B12_2,molecules1,Vitamin B5,220.142,184.1641,0.89,2628,27219,0.86,0.95,2535
241121_Std_1nM_UCYNA_B12_1,molecules1,Vitamin B5,220.142,184.1641,0.88,15733,22623,0.86,0.95,7915
241121_Std_1nM_UCYNA_B12_2,molecules1,Vitamin B5,220.142,184.1641,0.9,75,31910,0.86,0.95,360
241121_Std_5nM_UCYNA_B12_1,molecules1,Vitamin B5,220.142,184.1641,0.87,7421,30815,0.86,0.95,5599
241121_Std_5nM_UCYNA_B12_2,molecules1,Vitamin B5,220.142,184.1641,0.93,4303,36630,0.86,0.95,3310
241121_Std_10nM_UCYNA_B12_1,molecules1,Vitamin B5,220.142,184.1641,0.89,20809,16126,0.86,0.95,9853
241121_Std_10nM_UCYNA_B12_2,molecules1,Vitamin B5,220.142,184.1641,0.89,10637,29390,0.86,0.95,8463
241121_Std_20nM_UCYNA_B12_1,molecules1,Vitamin B5,220.142,184.1641,0.88,14713,35212,0.86,0.95,7797
241121_Std_20nM_UCYNA_B12_2,molecules1,Vitamin B5,220.142,184.1641,0.88,14337,15130,0.86,0.95,8157
241121_Std_50nM_RP-Mix234_InH2O,molecules1,Vitamin B5,220.142,184.1641,0.9,3873,1509,0.86,0.95,2529
241121_Poo_UCYNA-culture_Full1,molecules1,Vitamin B5,220.142,184.1641,0.9,631774,54163,0.86,0.95,331651
241121_Poo_UCYNA-culture_Full2,molecules1,Vitamin B5,220.142,184.1641,0.9,540213,55466,0.86,0.95,268808
241121_Poo_UCYNA-culture_Full3,molecules1,Vitamin B5,220.142,184.1641,0.9,466060,85417,0.86,0.95,259336
241121_Smp_UCYNA_Z-2,molecules1,Vitamin B5,220.142,184.1641,0.86,2303,29369,0.86,0.95,4039
241121_Smp_UCYNA_Z-4,molecules1,Vitamin B5,220.142,184.1641,0.9,19101,20799,0.86,0.95,7860
241121_Smp_UCYNA_Z-7,molecules1,Vitamin B5,220.142,184.1641,0.89,8937,23775,0.86,0.95,7592
241121_Smp_UCYNA_Z-12,molecules1,Vitamin B5,220.142,184.1641,0.9,23016,11503,0.86,0.95,9291
241121_Smp_UCYNA_Z-13,molecules1,Vitamin B5,220.142,184.1641,0.9,10360,28774,0.86,0.95,6326
241121_Smp_UCYNA_Z-17,molecules1,Vitamin B5,220.142,184.1641,0.87,15781,30867,0.86,0.95,8203
241121_Smp_UCYNA_Z-19,molecules1,Vitamin B5,220.142,184.1641,0.89,342724,39106,0.86,0.95,166516
241121_Smp_UCYNA_Z-20,molecules1,Vitamin B5,220.142,184.1641,0.9,614043,43240,0.86,0.95,345324
241121_Smp_UCYNA_Z-21,molecules1,Vitamin B5,220.142,184.1641,0.91,11292,12102,0.86,0.95,5606
241121_Smp_UCYNA_Z-22,molecules1,Vitamin B5,220.142,184.1641,0.9,599356,50748,0.86,0.95,313748
241121_Smp_UCYNA_Z-23,molecules1,Vitamin B5,220.142,184.1641,0.89,705133,55832,0.86,0.95,383486
241121_Smp_UCYNA_Z-24,molecules1,Vitamin B5,220.142,184.1641,0.9,409955,53396,0.86,0.95,206879
241121_Smp_UCYNA_Z-25,molecules1,Vitamin B5,220.142,184.1641,0.9,9793,41965,0.86,0.95,10681
241121_Smp_UCYNA_Z-26,molecules1,Vitamin B5,220.142,184.1641,0.89,43651,24940,0.86,0.95,25584
241121_Smp_UCYNA_Z-27,molecules1,Vitamin B5,220.142,184.1641,0.91,27932,40490,0.86,0.95,19957
241121_Smp_UCYNA_Z-28,molecules1,Vitamin B5,220.142,184.1641,0.89,8936,24213,0.86,0.95,5840
241121_Smp_UCYNA_Z-29,molecules1,Vitamin B5,220.142,184.1641,0.86,7951,25738,0.86,0.95,5541
241121_Smp_UCYNA_Z-30,molecules1,Vitamin B5,220.142,184.1641,0.89,803602,58700,0.86,0.95,408347
241121_Smp_UCYNA_Z-31,molecules1,Vitamin B5,220.142,184.1641,0.9,919147,68820,0.86,0.95,479413
241121_Smp_UCYNA_Z-32,molecules1,Vitamin B5,220.142,184.1641,0.9,1071969,57572,0.86,0.95,537679
241121_Smp_UCYNA_Z-33,molecules1,Vitamin B5,220.142,184.1641,0.9,6350,40352,0.86,0.95,6669
241121_Smp_UCYNA_Z-34,molecules1,Vitamin B5,220.142,184.1641,0.9,1005786,80481,0.86,0.95,491292
241121_Smp_UCYNA_Z-35,molecules1,Vitamin B5,220.142,184.1641,0.89,1235196,54984,0.86,0.95,610609
241121_Smp_UCYNA_Z-36,molecules1,Vitamin B5,220.142,184.1641,0.9,1045766,79253,0.86,0.95,542032
241121_Smp_UCYNA_Z-37,molecules1,Vitamin B5,220.142,184.1641,0.87,23289,43346,0.86,0.95,9785
241121_Smp_UCYNA_Z-38,molecules1,Vitamin B5,220.142,184.1641,0.89,59060,26365,0.86,0.95,31055
241121_Smp_UCYNA_Z-39,molecules1,Vitamin B5,220.142,184.1641,0.9,55403,22265,0.86,0.95,27365
241121_Smp_UCYNA_Z-40,molecules1,Vitamin B5,220.142,184.1641,0.87,21149,18884,0.86,0.95,6602
241121_Smp_UCYNA_Z-41,molecules1,Vitamin B5,220.142,184.1641,0.87,6991,24597,0.86,0.95,4993
241121_Smp_UCYNA_Z-42,molecules1,Vitamin B5,220.142,184.1641,0.89,10610,31848,0.86,0.95,7430
241121_Std_0nM_UCYNA_B12_1,molecules1,Vitamin B5,220.142,90.153,0.89,18235,1712,0.86,0.95,11445
241121_Std_0nM_UCYNA_B12_2,molecules1,Vitamin B5,220.142,90.153,0.89,10760,204,0.86,0.95,3860
241121_Std_1nM_UCYNA_B12_1,molecules1,Vitamin B5,220.142,90.153,0.9,19541,1459,0.86,0.95,15906
241121_Std_1nM_UCYNA_B12_2,molecules1,Vitamin B5,220.142,90.153,0.9,12708,639,0.86,0.95,8144
241121_Std_5nM_UCYNA_B12_1,molecules1,Vitamin B5,220.142,90.153,0.9,16741,329,0.86,0.95,10048
241121_Std_5nM_UCYNA_B12_2,molecules1,Vitamin B5,220.142,90.153,0.9,17067,619,0.86,0.95,9496
241121_Std_10nM_UCYNA_B12_1,molecules1,Vitamin B5,220.142,90.153,0.89,21324,533,0.86,0.95,12182
241121_Std_10nM_UCYNA_B12_2,molecules1,Vitamin B5,220.142,90.153,0.9,21252,539,0.86,0.95,15811
241121_Std_20nM_UCYNA_B12_1,molecules1,Vitamin B5,220.142,90.153,0.91,20603,454,0.86,0.95,9030
241121_Std_20nM_UCYNA_B12_2,molecules1,Vitamin B5,220.142,90.153,0.9,22622,261,0.86,0.95,11917
241121_Std_50nM_RP-Mix234_InH2O,molecules1,Vitamin B5,220.142,90.153,0.93,43,29,0.86,0.95,40
241121_Poo_UCYNA-culture_Full1,molecules1,Vitamin B5,220.142,90.153,0.89,2338942,27478,0.86,0.95,1146631
241121_Poo_UCYNA-culture_Full2,molecules1,Vitamin B5,220.142,90.153,0.89,1923294,28352,0.86,0.95,966191
241121_Poo_UCYNA-culture_Full3,molecules1,Vitamin B5,220.142,90.153,0.9,1899538,16301,0.86,0.95,975918
241121_Smp_UCYNA_Z-2,molecules1,Vitamin B5,220.142,90.153,0.9,12092,487,0.86,0.95,9065
241121_Smp_UCYNA_Z-4,molecules1,Vitamin B5,220.142,90.153,0.89,13390,848,0.86,0.95,6381
241121_Smp_UCYNA_Z-7,molecules1,Vitamin B5,220.142,90.153,0.9,16480,2137,0.86,0.95,10148
241121_Smp_UCYNA_Z-12,molecules1,Vitamin B5,220.142,90.153,0.88,17467,220,0.86,0.95,7811
241121_Smp_UCYNA_Z-13,molecules1,Vitamin B5,220.142,90.153,0.9,22555,81,0.86,0.95,13884
241121_Smp_UCYNA_Z-17,molecules1,Vitamin B5,220.142,90.153,0.9,20496,1078,0.86,0.95,12832
241121_Smp_UCYNA_Z-19,molecules1,Vitamin B5,220.142,90.153,0.9,1241075,4494,0.86,0.95,663945
241121_Smp_UCYNA_Z-20,molecules1,Vitamin B5,220.142,90.153,0.9,2405225,13922,0.86,0.95,1236875
241121_Smp_UCYNA_Z-21,molecules1,Vitamin B5,220.142,90.153,0.89,13112,1889,0.86,0.95,7328
241121_Smp_UCYNA_Z-22,molecules1,Vitamin B5,220.142,90.153,0.9,2307194,15771,0.86,0.95,1197799
241121_Smp_UCYNA_Z-23,molecules1,Vitamin B5,220.142,90.153,0.9,2654578,29681,0.86,0.95,1465393
241121_Smp_UCYNA_Z-24,molecules1,Vitamin B5,220.142,90.153,0.89,1595760,16945,0.86,0.95,851903
241121_Smp_UCYNA_Z-25,molecules1,Vitamin B5,220.142,90.153,0.89,76292,400,0.86,0.95,42713
241121_Smp_UCYNA_Z-26,molecules1,Vitamin B5,220.142,90.153,0.9,176418,4289,0.86,0.95,102438
241121_Smp_UCYNA_Z-27,molecules1,Vitamin B5,220.142,90.153,0.9,117837,655,0.86,0.95,76801
241121_Smp_UCYNA_Z-28,molecules1,Vitamin B5,220.142,90.153,0.89,16584,4017,0.86,0.95,8677
241121_Smp_UCYNA_Z-29,molecules1,Vitamin B5,220.142,90.153,0.9,25118,654,0.86,0.95,17890
241121_Smp_UCYNA_Z-30,molecules1,Vitamin B5,220.142,90.153,0.9,3190416,29110,0.86,0.95,1688595
241121_Smp_UCYNA_Z-31,molecules1,Vitamin B5,220.142,90.153,0.9,3649224,26731,0.86,0.95,1845623
241121_Smp_UCYNA_Z-32,molecules1,Vitamin B5,220.142,90.153,0.89,4071906,12156,0.86,0.95,1960672
241121_Smp_UCYNA_Z-33,molecules1,Vitamin B5,220.142,90.153,0.9,11092,1154,0.86,0.95,9865
241121_Smp_UCYNA_Z-34,molecules1,Vitamin B5,220.142,90.153,0.9,3916340,42759,0.86,0.95,1921087
241121_Smp_UCYNA_Z-35,molecules1,Vitamin B5,220.142,90.153,0.89,4874238,27772,0.86,0.95,2360488
241121_Smp_UCYNA_Z-36,molecules1,Vitamin B5,220.142,90.153,0.89,4062106,39987,0.86,0.95,1923229
241121_Smp_UCYNA_Z-37,molecules1,Vitamin B5,220.142,90.153,0.89,88693,1182,0.86,0.95,44812
241121_Smp_UCYNA_Z-38,molecules1,Vitamin B5,220.142,90.153,0.89,202552,4481,0.86,0.95,132339
241121_Smp_UCYNA_Z-39,molecules1,Vitamin B5,220.142,90.153,0.9,204492,374,0.86,0.95,113276
241121_Smp_UCYNA_Z-40,molecules1,Vitamin B5,220.142,90.153,0.89,29920,4652,0.86,0.95,17311
241121_Smp_UCYNA_Z-41,molecules1,Vitamin B5,220.142,90.153,0.89,8684,1001,0.86,0.95,5289
241121_Smp_UCYNA_Z-42,molecules1,Vitamin B5,220.142,90.153,0.9,18153,4803,0.86,0.95,10901
241121_Std_0nM_UCYNA_B12_1,molecules1,Vitamin B6,170.132,134.118,0.75,19291,36375,0.7,0.79,16110
241121_Std_0nM_UCYNA_B12_2,molecules1,Vitamin B6,170.132,134.118,0.74,30994,8476,0.7,0.79,17177
241121_Std_1nM_UCYNA_B12_1,molecules1,Vitamin B6,170.132,134.118,0.74,23479,25318,0.7,0.79,15354
241121_Std_1nM_UCYNA_B12_2,molecules1,Vitamin B6,170.132,134.118,0.74,33038,6943,0.7,0.79,15272
241121_Std_5nM_UCYNA_B12_1,molecules1,Vitamin B6,170.132,134.118,0.74,24820,27334,0.7,0.79,16567
241121_Std_5nM_UCYNA_B12_2,molecules1,Vitamin B6,170.132,134.118,0.74,32886,14239,0.7,0.79,21299
241121_Std_10nM_UCYNA_B12_1,molecules1,Vitamin B6,170.132,134.118,0.74,44266,15236,0.7,0.79,15327
241121_Std_10nM_UCYNA_B12_2,molecules1,Vitamin B6,170.132,134.118,0.74,38737,8297,0.7,0.79,20302
